Date,Beer_consumption
2015-10-20,31.800491730300422
2015-10-21,27.935127735522503
2015-10-22,20.910779203344642
2015-10-23,23.42147519263709
2015-10-24,25.16812873088539
2015-10-25,24.008295053393244
2015-10-26,23.308087140625336
2015-10-27,25.33485965803955
2015-10-28,22.109682997631793
2015-10-29,22.33129592483918
2015-10-30,28.000441518402525
2015-10-31,32.28342307636468
2015-11-01,24.563291885923746
2015-11-02,23.78666373727881
2015-11-03,23.46916993475345
2015-11-04,23.7019836835548
2015-11-05,22.479650928249114
2015-11-06,22.032721355596202
2015-11-07,26.02817285288949
2015-11-08,27.6389598097023
2015-11-09,24.339027382154686
2015-11-10,26.85459490017872
2015-11-11,30.12905072321072
2015-11-12,28.37378027145893
2015-11-13,26.188339528553612
2015-11-14,29.369463613649224
2015-11-15,29.57074800914039
2015-11-16,22.639122545901355
2015-11-17,27.456311331548218
2015-11-18,24.612725272875018
2015-11-19,27.368562556745385
2015-11-20,23.542879496744174
2015-11-21,26.636737878425677
2015-11-22,31.36542952886246
2015-11-23,21.044367510672934
2015-11-24,21.123111164407085
2015-11-25,23.509624355494246
2015-11-26,25.434627404264003
2015-11-27,25.91936907931351
2015-11-28,31.653613937780428
2015-11-29,28.51586876218917
2015-11-30,20.02405137127889
2015-12-01,23.438230690924634
2015-12-02,26.56277791938574
2015-12-03,25.140085119153596
2015-12-04,25.727314466214107
2015-12-05,31.05411077166372
2015-12-06,30.598832231662982
2015-12-07,20.701556704201035
2015-12-08,25.632751400627587
2015-12-09,25.44539947369345
2015-12-10,24.91818057944667
2015-12-11,26.136433752788044
2015-12-12,30.97586237898549
2015-12-13,29.75499741398683
2015-12-14,27.442727138045985
2015-12-15,27.01867740153305
2015-12-16,23.658671246140237
2015-12-17,25.861957176897374
2015-12-18,30.116710606203128
2015-12-19,31.75048167971229
2015-12-20,29.650117760154725
2015-12-21,23.14233578356079
2015-12-22,25.315862615777093
2015-12-23,27.842463359269527
2015-12-24,27.309563040577896
2015-12-25,26.002870890139086
2015-12-26,26.832529500707004
2015-12-27,28.465849767207793
2015-12-28,23.87372042673086
2015-12-29,21.324563045218095
2015-12-30,20.84914649976823
2015-12-31,25.67113388664518
